Name,urlwebsite,Description French,Description
hey-buddy,http://www.hey-buddy.fr,,#VALUE!
jolimoi,http://www.jolimoi.com,"Découvrez les produits de beauté faits pour vous parmi les meilleures marques, testez-les gratuitement et profitez des conseils d’une Styliste Beauté.","Discover the beauty of products made for you from the best brands, test them free and take advice from a Beauty Stylist."
i-guard,http://www.i-guard.eu,,#VALUE!
kafe,http://neree.info,See related links to what you are looking for.,See related links to what you are looking for.
ever,http://www.fr.everphotoshoot.com,"Le shooting photo réinventé. Offrez-vous un regard professionnel sur vous. Séance photo extérieur disponible en France, Belgique, Suisse et Québec","The photo shoot reinvented. Treat yourself to a professional eye on you. outdoor photo session available in France, Belgium, Switzerland and Quebec"
graphic-generation,http://www.graphic-generation.com,,#VALUE!
curiosity-china,http://www.curiositychina.com,,#VALUE!
glutentrip,http://www.glutentrip.com/,"Communauté Gluten Free a pour vocation de soutenir et d'améliorer la vie des personnes atteintes de la maladie cœliaque, les intolérants au gluten.","Gluten Free Community aims to support and improve the lives of people with celiac disease, gluten intolerance."
french-view,http://www.french-view.fr/,,#VALUE!
virtuos,http://www.virtuosgames.com/,,#VALUE!
cavacave,http://www.cavacave.com,"Cavacave est lieu de rencontre, où les amateurs, curieux et initiés du vin échangent, partagent et transigent savoirs, expériences et bouteilles dans un environnement chaleureux, humain, convivial, sécurisé et anonyme.","Cavacave is meeting place, where fans, curious and insiders of the wine exchange, share and traded knowledge, experience and bottles in a warm, human, friendly, secure and anonymous."
groupe-prisme-titulaire-ugap-solutions-de-tracabilite-et-de-mobilite,http://www.groupeprisme.com,Le Groupe PRISME vous accompagne dans vos projets de mobilité et de traçabilité code-barre ou RFID.,The PRISM Group accompanies you in your mobility projects and traceability barcode or RFID.
dimelo,http://www.dimelo.com,,#VALUE!
h2-university,https://studiio.co,If you seeking special discount you will need to searching when special time come or holidays.,Si vous seeking special discount you will need to come searching When special time gold holidays.
very,http://www.veryup.com,"Créez des formations professionnelles innovantes. Grâce à des méthodes collaboratives et à des technologies innovantes, nous réinventons la formation à vos côtés.","Create innovative vocational training. Through collaborative methods and innovative technologies, we are reinventing the training with you."
anakeen,http://www.anakeen.com,"Depuis plus de 20 ans, nous accompagnons les organisations extra-ordinaires * dans la réussite de leurs projets de transformation numérique","For over 20 years, we support the extra-ordinary organizations * in the success of their digital transformation projects"
inpost-france,https://inpost24.fr/,,#VALUE!
wiserskills,http://www.wiserskills.com,,#VALUE!
coposting,http://www.coposting.com,"On sait combien c'est difficile et cher d'envoyer un document important à votre famille entre Paris Alger (comme une attestation d'hébergement, une procuration ...). Ici, on vous garantit votre envoi rapide et simple avec nos (co)postiers ! Expédier avec un particulier coûtera 4 fois moins cher qu'avec DHL ou UPS ;)","We know how it is difficult and expensive to send an important document to your family between Algiers Paris (as a proof of accommodation, a proxy ...). Here, you guarantee your shipment quickly and easily with our (co) postmen! Ship with a particular cost four times cheaper than DHL or UPS;)"
startup-flow,https://www.startupflow.io,"Startup Flow is your open innovation platform to map, manage, and monitor projects with startups and partners at scale. Try our software today.","Startup Flow is your open innovation platform to map, manage, and monitor projects with startups and partners at scale. Try our software today."
early-birds,http://www.early-birds.fr/,"Best-in-class personalization and merchandising platform for retailers to orchestrate their own algorithms in real-time, build personalization strategies and create differentiated experiences at scale. Open. Modern. Scalable.","Best-in-class personalization and merchandising platform for retailers to orchestrate Their Own algorithms in real-time, build personalization strategies and create Differentiated experiences at scale. Open. Modern. Scalable."
haiku-asphalt-lab,http://www.asphalt-lab.com,,#VALUE!
artsper,http://artsper.com,"Découvrez sur Artsper, N°1 Européen de la vente d'art contemporain en Ligne, 130 000 Oeuvres d'Art des grands artistes d'aujourd'hui et de demain. Retours Gratuits","Discover on Artsper, N ° 1 in Europe for the sale of contemporary art in Line 130 000 Art works of the great artists of today and tomorrow. Free Returns"
enerbioflex,http://www.enerbioflex.fr,"EnerBIOflex énergie pour le monde agricole.
Accompagnement des agriculteurs souhaitant réduire leurs factures d'énergie et/ou produire de l'énergie renouvelable (solaire, méthanisation).","EnerBIOflex energy for the agricultural world.
Support for farmers wishing to reduce their energy bills and / or produce renewable energy (solar, biogas)."
toukilenecom,http://www.toukilene.com,,#VALUE!
budget-insight,https://www.budget-insight.com,"Leader de l’agrégation bancaire en France, l'offre multi API de Budget Insight répond à tous vos besoins : agrégation de données et de documents, initiation de paiement","Leader of the banking aggregation in France, offering multi API Budget Insight meets all your needs: aggregation of data and documents, introduction of payment"
rdviewlive,https://www.rdview.live/,,#VALUE!
allsetforcom,http://www.allsetfor.com,"Découvrez la 1ère plateforme collaborative gratuite dédiée au pilotage, à l’externalisation et à l’optimisation des achats de formation professionnelle.","Discover the first free collaborative platform dedicated to managing, outsourcing and optimization vocational purchases."
groupe-reussite-0,https://groupe-reussite.fr/,"Groupe Réussite offre des cours particuliers, des stages et des cours en ligne du collège à la maths spé et supérieur en Maths, Physique, Français et Anglais.","Success Group offers special courses, online courses and courses from college to the spec and higher math in Maths, Physics, French and English."
perfect-gift,http://www.theperfectgift.io,En panne d'idée de cadeau ? The Perfect Gift vous trouve quoi offrir !,Gift idea of ​​failure? The Perfect Gift is what you offer!
night4us,http://www.night4us.fr,"Night4Us is a french startup. We deeply believe that music brings people together. Artificial Intelligence, virtual and augmented reality are no longer dreams. This is just the beginning and we are here to combine these new technologies to create a unique service at the frontiers of possibles.","Night4Us is a french startup. We deeply believe That Music Brings people together. Artificial Intelligence, virtual and augmented reality are no follow dreams. This is Just the Beginning and we are here to thesis combines new technologies to create a single service at the frontiers of the possible."
blendy-cogesten,http://www.blendy.co,"Comptabilité en ligne simplifiée avec QuickBooks & Receipt Bank + services Conseil à valeur ajoutée. Pour Start-up, eCommerce, entreprises internationales.","Simplified Online Accounting with QuickBooks & Receipt Bank + value-added services Council. For start-ups, eCommerce, international companies."
dokos,http://dokos.io,Business platform for SME,Business platform for SME
kickmaker,http://www.kickmaker.net,"Kickmaker est une communauté de talents passionnés par l'industrialisation de projets high-tech, qui vous aide à passer du prototype à la série. Startups, PME, grands groupes : réussissez l'industrialisation de vos projets high-tech avec Kickmaker !","KickMaker is a talented community of passionate industrialization of high-tech projects, which helps you to move from prototype to series. Startups, SMEs, large groups pass the industrialization of your high-tech projects with KickMaker!"
carteltech,http://www.carteltech.com/,"CartelTech est une agence digitale vous proposant des solutions de développement informatique, créations graphiques,marketing et de gestion de réseaux sociaux pour votre entreprise.","CartelTech is a digital agency offering you software development solutions, graphic designs, marketing and management of social media for your business."
latina-mode,https://latinamode.com/,,#VALUE!
yoomap,http://www.yoomap.fr,"Open Innovation et Open Intelligence Solutions, transformez votre business avec le logiciel Système de Management des Idées SMI et logiciel SURM.","Open Innovation and Open Intelligence Solutions, transform your business with Management system software ideas SMI and Surm software."
homeleo,https://www.homeleo.fr/,"Plus de 100 chasseurs immobiliers spécialisés. Homeleo sélectionne les meilleurs chasseurs pour votre recherche : résidentiel, investissement, bureaux.","More than 100 specialized property hunters. Homeleo selects the best hunters for your search: residential, investment, offices."
mister-pasha,http://www.misterpasha.com,Il n'y a pas d'heure pour se faire livrer à l'heure.,There is no time to be delivered on time.
